1.000000000000000000e+10 2.246597647378394957e-01
1.122018454301965332e+10 2.020592239626865239e-01
1.258925411794171333e+10 1.817418260564408194e-01
1.412537544622761154e+10 1.634753430344189906e-01
1.584893192461123848e+10 1.470504472025910836e-01
1.778279410038937378e+10 1.322799898429286858e-01
1.995262314968899155e+10 1.189967892848890485e-01
2.238721138568365097e+10 1.070504546120609746e-01
2.511886431509613037e+10 9.630519232737225210e-02
2.818382931264495468e+10 8.663927899257524434e-02
3.162277660168431091e+10 7.794399793064450688e-02
3.548133892335818481e+10 7.012169240398351266e-02
3.981071705535050964e+10 6.308416750057294076e-02
4.466835921509725952e+10 5.675208688105684574e-02
5.011872336272837830e+10 5.105454190599760522e-02
5.623413251903628540e+10 4.592796244683162998e-02
6.309573444802097321e+10 4.131495945912495860e-02
7.079457843841575623e+10 3.716373279972793459e-02
7.943282347243049622e+10 3.342791834475380280e-02
8.912509381337731934e+10 3.006601598450531557e-02
1.000000000000032654e+11 2.704060109114458932e-02
1.122018454302001953e+11 2.431781921603521496e-02
1.258925411794212494e+11 2.186729968943514416e-02
1.412537544622807312e+11 1.966187854097238216e-02
1.584893192461175842e+11 1.767710044220124899e-02
1.778279410038995667e+11 1.589083491635346831e-02
1.995262314968964539e+11 1.428316619655459890e-02
2.238721138568438416e+11 1.283628011044436745e-02
2.511886431509695129e+11 1.153417650906510619e-02
2.818382931264587402e+11 1.036238599154809190e-02
3.162277660168534546e+11 9.307843216439216916e-03
3.548133892335934448e+11 8.358851581744961706e-03
3.981071705535180664e+11 7.504929861383325372e-03
4.466835921509872437e+11 6.736610811005731836e-03
5.011872336273001709e+11 6.045323331558412686e-03
5.623413251903812256e+11 5.423379497400692556e-03
6.309573444802304688e+11 4.863899233317214160e-03
7.079457843841807861e+11 4.360678889802414686e-03
7.943282347243309326e+11 3.908096392321740858e-03
8.912509381338023682e+11 3.501093720226347572e-03
1.000000000000065430e+12 3.135145553961365700e-03
1.122018454302038818e+12 2.806180896361308661e-03
1.258925411794253662e+12 2.510512277430698973e-03
1.412537544622853760e+12 2.244809757334715293e-03
1.584893192461227539e+12 2.006092163699456019e-03
1.778279410039053711e+12 1.791684895764956336e-03
1.995262314969029785e+12 1.599167808006914495e-03
2.238721138568511719e+12 1.426348249951461464e-03
2.511886431509777344e+12 1.271259970404153361e-03
2.818382931264679688e+12 1.132142222809527166e-03
3.162277660168638184e+12 1.007404730599675748e-03
3.548133892336050781e+12 8.956043111974302780e-04
3.981071705535311035e+12 7.954431415333537833e-04
4.466835921510018555e+12 7.057598359921197443e-04
5.011872336273166016e+12 6.255078900954302770e-04
5.623413251903997070e+12 5.537378747778801255e-04
6.309573444802510742e+12 4.895926151711501965e-04
7.079457843842039062e+12 4.323047642280486826e-04
7.943282347243568359e+12 3.811849730791620761e-04
8.912509381338316406e+12 3.356084869015643038e-04
1.000000000000098242e+13 2.950091596488616701e-04
1.122018454302075391e+13 2.588794857914118166e-04
1.258925411794294922e+13 2.267646435026861003e-04
1.412537544622899805e+13 1.982532196127031999e-04
1.584893192461279492e+13 1.729716045994531112e-04
1.778279410039111719e+13 1.505840519198701165e-04
1.995262314969094922e+13 1.307900350996287831e-04
2.238721138568585156e+13 1.133184088837585588e-04
2.511886431509859375e+13 9.792301669026805472e-05
2.818382931264771875e+13 8.438188287391142029e-05
3.162277660168741406e+13 7.249635301713287859e-05
3.548133892336166406e+13 6.208780343469029537e-05
3.981071705535441406e+13 5.299436781043858122e-05
4.466835921510164844e+13 4.506965453317572455e-05
5.011872336273329688e+13 3.818261531370198289e-05
5.623413251904180469e+13 3.221584698426124626e-05
6.309573444802717188e+13 2.706331143808321667e-05
7.079457843842270312e+13 2.262907573078567616e-05
7.943282347243828125e+13 1.882725934875801959e-05
8.912509381338607812e+13 1.558121431796745832e-05
1.000000000000130938e+14 1.282209112111482283e-05
1.122018454302112188e+14 1.048785309311937827e-05
1.258925411794336094e+14 8.523061559135973960e-06
1.412537544622946250e+14 6.878502466307277855e-06
1.584893192461331250e+14 5.510361089545736119e-06
1.778279410039170000e+14 4.379525519109822996e-06
1.995262314969160312e+14 3.451271421851638987e-06
2.238721138568658125e+14 2.695071814859862394e-06
2.511886431509941875e+14 2.084139343200588598e-06
2.818382931264864375e+14 1.594946462972857311e-06
3.162277660168845000e+14 1.206927647582609229e-06
3.548133892336283125e+14 9.023219595290616046e-07
3.981071705535571875e+14 6.658961985771933696e-07
4.466835921510310625e+14 4.846248303009041719e-07
5.011872336273493750e+14 3.474461455482906171e-07
5.623413251904365000e+14 2.450947021673947171e-07
6.309573444802923750e+14 1.699061962382749564e-07
7.079457843842502500e+14 1.155967624197805650e-07
7.943282347244088750e+14 7.707357026890611484e-08
8.912509381338898750e+14 5.027701859408661497e-08
1.000000000000163625e+15 3.203212150631375968e-08
1.122018454302148875e+15 1.989672099815022876e-08
1.258925411794377250e+15 1.202636385850405922e-08
1.412537544622992250e+15 7.059024894247811871e-09
1.584893192461383250e+15 4.015595083206735705e-09
1.778279410039228250e+15 2.210571640744803778e-09
1.995262314969225750e+15 1.177207592707646414e-09
2.238721138568731500e+15 6.077580701150759846e-10
2.511886431510024000e+15 3.067144728350943688e-10
